File_Number,Composer,Title,Genre,Difficulty,Pages,Duration,Piano_Only,Download_Status,URL,Monophonic,Instruments,Silent,Split
3467,Misc Traditional,Brian Boru's,Folk,,1.0,01:36,Yes, ,https://musescore.com/user/12349247/scores/4953501,Yes,Piano,No,train
3468,Misc Traditional,Give Me That Old Time Religion,Folk,,1.0,00:11,Yes, ,https://musescore.com/user/10600322/scores/4997168,Yes,Piano,No,validation
3469,Misc Traditional,Brian Boru's,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/19359462/scores/5095997,Yes,Piano,No,train
3470,Misc Traditional,The Road To The Isles,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/11050847/scores/5165232,Yes,Piano,No,train
3472,Misc Traditional,Gabriel's Message (51324),Folk,,1.0,00:26,Yes, ,https://musescore.com/user/28321767/scores/6497333,Yes,Piano,No,train
3478,Misc Traditional,Frere Jacques,Folk,,1.0,00:16,Yes, ,https://musescore.com/user/43865/scores/62229,Yes,Piano,No,train
3479,Misc Traditional,Ya Labesyn,Folk,,1.0,00:36,Yes, ,https://musescore.com/user/55682/scores/3348146,Yes,Piano,No,train
3480,Misc Traditional,Aiken Drum,Folk,,1.0,00:55,Yes, ,https://musescore.com/user/11128777/scores/4549594,Yes,Piano,No,train
3481,Misc Traditional,Swallowtail Jig,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/13785932/scores/4563228,Yes,Piano,No,train
3482,Misc Traditional,Nyth Y Gog,Folk,,1.0,01:47,Yes, ,https://musescore.com/user/8573407/scores/4563244,Yes,Piano,No,train
3483,Misc Traditional,Raglan Road,Folk,,1.0,00:41,Yes, ,https://musescore.com/user/23447132/scores/4573883,Yes,Piano,No,validation
3484,Misc Traditional,Highland Cathedral,Folk,,1.0,03:30,Yes, ,https://musescore.com/user/12305047/scores/4580564,Yes,Piano,No,train
3485,Misc Traditional,Pibddawns Hart [Hart's Hornpipe],Folk,,1.0,01:36,Yes, ,https://musescore.com/user/16410212/scores/4594872,Yes,Piano,No,train
3486,Misc Traditional,Ershter Vals,Folk,,1.0,01:42,Yes, ,https://musescore.com/user/10115837/scores/4660001,Yes,Piano,No,train
3487,Misc Traditional,The Bold Fenian Men,Folk,,1.0,00:24,Yes, ,https://musescore.com/user/10321212/scores/4690364,Yes,Piano,No,train
3488,Misc Traditional,The Black Velvet Band,Folk,,1.0,01:12,Yes, ,https://musescore.com/user/11292592/scores/4700789,Yes,Piano,No,train
3489,Misc Traditional,The Flowers Of The Forest,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/16113282/scores/4706100,Yes,Piano,No,train
3490,Misc Traditional,Farewell To Erin,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/19359462/scores/4851097,Yes,Piano,No,train
3491,Misc Traditional,The Bag Of Spuds,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/11322522/scores/4851165,Yes,Piano,No,train
3492,Evert Taube,Byssan Lull,Classical,,1.0,00:24,Yes, ,https://musescore.com/user/13232557/scores/4913728,Yes,Piano,No,train
3493,Misc Traditional,Behusher Chosid,Folk,,1.0,00:58,Yes, ,https://musescore.com/user/11050847/scores/4929506,Yes,Piano,No,train
3494,Misc Traditional,Drowsy Maggie,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/16410212/scores/4973660,Yes,Piano,No,validation
3495,Misc Traditional,The Yellow Rose Of Texas,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/11292592/scores/5063877,Yes,Piano,No,train
3496,Misc Traditional,Blarney Pilgrim,Folk,,1.0,01:48,Yes, ,https://musescore.com/user/19359462/scores/5108823,Yes,Piano,No,train
3501,Misc Traditional,The British Grenadiers,Folk,,1.0,01:12,Yes, ,https://musescore.com/user/12259527/scores/4551282,Yes,Piano,No,validation
3502,Misc Traditional,Mazurka-valse - Les Valcerves (M. Perrone),Folk,,1.0,01:03,Yes, ,https://musescore.com/user/20144407/scores/4567496,Yes,Piano,No,train
3503,Misc Traditional,Mazurka-valse - Les Valcerves (M. Perrone),Folk,,1.0,01:12,Yes, ,https://musescore.com/user/19611132/scores/4582212,Yes,Piano,No,train
3504,Misc Traditional,Oh Dear What Can The Matter Be,Folk,,1.0,01:59,Yes, ,https://musescore.com/user/23388867/scores/4663638,Yes,Piano,No,train
3505,Misc Traditional,100 Pipers,Folk,,1.0,01:00,Yes, ,https://musescore.com/user/13785932/scores/4670408,Yes,Piano,No,train
3506,Misc Traditional,The Black Velvet Band,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/12259527/scores/4705772,Yes,Piano,No,validation
3507,Misc Traditional,The Dawning Of The Day,Folk,,1.0,02:08,Yes, ,https://musescore.com/user/8568197/scores/4802894,Yes,Piano,No,validation
3508,Misc Traditional,The Irish Washerwoman,Folk,,1.0,00:36,Yes, ,https://musescore.com/user/16113282/scores/4816931,Yes,Piano,No,train
3510,Misc Traditional,The Hills Of Connemara,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/19359462/scores/4933280,Yes,Piano,No,validation
3511,Misc Traditional,Erev Shel Shoshanim,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/22533402/scores/4940162,Yes,Piano,No,train
3512,Misc Traditional,Miss McLeod's,Folk,,1.0,01:20,Yes, ,https://musescore.com/user/16410212/scores/4947190,Yes,Piano,No,train
3513,Misc Traditional,Michael Row The Boat Ashore,Folk,,1.0,00:16,Yes, ,https://musescore.com/user/20144407/scores/4947961,Yes,Piano,No,train
3514,Misc Traditional,Highland Cathedral,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/19359462/scores/4949508,Yes,Piano,No,train
3515,Misc Traditional,Horlepiep,Folk,,1.0,00:40,Yes, ,https://musescore.com/user/19359462/scores/4977568,Yes,Piano,No,train
3516,Misc Traditional,Shortnin' Bread (#001),Folk,,1.0,00:32,Yes, ,https://musescore.com/user/10115837/scores/5016931,Yes,Piano,No,train
3517,Misc Traditional,Tourdion,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/23119257/scores/5028212,Yes,Piano,No,validation
3518,Misc Traditional,Branle De La Torche,Folk,,1.0,00:22,Yes, ,https://musescore.com/user/12259527/scores/5032049,Yes,Piano,No,validation
3519,Misc Traditional,La Chapelloise,Folk,,1.0,00:24,Yes, ,https://musescore.com/user/17863882/scores/5062164,Yes,Piano,No,validation
3520,Misc Traditional,Crawdad Song,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/11128777/scores/5072775,Yes,Piano,No,train
3521,Misc Traditional,Smash The Windows,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/12608412/scores/5106638,Yes,Piano,No,validation
3523,Misc Traditional,As I Roved Out,Folk,,1.0,00:29,Yes, ,https://musescore.com/user/22314592/scores/5136600,Yes,Piano,No,train
3532,Misc Traditional,Friendly Beasts,Folk,,1.0,00:24,Yes, ,https://musescore.com/user/9147057/scores/4556804,Yes,Piano,No,train
3533,Misc Traditional,Xiraldilla (CT 107),Folk,,1.0,00:06,Yes, ,https://musescore.com/user/11292592/scores/4557578,Yes,Piano,No,validation
3534,Misc Traditional,Roxborough Castle,Folk,,1.0,00:55,Yes, ,https://musescore.com/user/22764302/scores/4564034,Yes,Piano,No,validation
3535,Misc Traditional,Madame Boneparte,Folk,,1.0,01:36,Yes, ,https://musescore.com/user/12887882/scores/4567487,Yes,Piano,No,train
3536,Misc Traditional,Polska Från Södra Dalarna,Folk,,1.0,00:36,Yes, ,https://musescore.com/user/13602002/scores/4574137,Yes,Piano,No,validation
3537,Misc Traditional,Hojna,Folk,,1.0,02:00,Yes, ,https://musescore.com/user/13798517/scores/4579272,Yes,Piano,No,validation
3538,Misc Traditional,Fisher's Hornpipe,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/21711362/scores/4580585,Yes,Piano,No,train
3539,Misc Traditional,Kegelaar,Folk,,1.0,01:49,Yes, ,https://musescore.com/user/9333962/scores/4586302,Yes,Piano,No,validation
3540,Misc Traditional,Scottish D'Alsace,Folk,,1.0,00:43,Yes, ,https://musescore.com/user/20144407/scores/4591604,Yes,Piano,No,train
3541,Misc Traditional,NOEL ANCIEN,Folk,,1.0,00:16,Yes, ,https://musescore.com/user/22533402/scores/4595850,Yes,Piano,No,train
3542,Misc Traditional,Kadril Van Diest,Folk,,2.0,04:10,Yes, ,https://musescore.com/user/12259527/scores/4596363,Yes,Piano,No,train
3543,Misc Traditional,Battle Hymn Of The Republic,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/11200692/scores/4597330,Yes,Piano,No,train
3544,Misc Traditional,Horses Branle,Folk,,1.0,01:36,Yes, ,https://musescore.com/user/10599137/scores/4606007,Yes,Piano,No,train
3546,Misc Traditional,The Curly-headed Ploughboy,Folk,,1.0,00:52,Yes, ,https://musescore.com/user/13602002/scores/4647629,Yes,Piano,No,train
3547,Misc Traditional,La Belle Ressuscitée,Folk,,1.0,00:20,Yes, ,https://musescore.com/user/21703902/scores/4649027,Yes,Piano,No,train
3548,Misc Traditional,Spring In The Valley,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/18600852/scores/4651083,Yes,Piano,No,train
3549,Misc Traditional,The Irish Washerwoman,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/16113282/scores/4652229,Yes,Piano,No,train
3550,Misc Traditional,Bonjoer,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/9724662/scores/4652662,Yes,Piano,No,train
3551,Misc Traditional,Mazurka Grand FrisÃ©,Folk,,1.0,01:00,Yes, ,https://musescore.com/user/13602002/scores/4659257,Yes,Piano,No,train
3552,Misc Traditional,Down By The Salley Gardens,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/11322522/scores/4681078,Yes,Piano,No,train
3553,Misc Traditional,The Turtle Dove,Folk,,1.0,00:18,Yes, ,https://musescore.com/user/10636897/scores/4691876,Yes,Piano,No,train
3554,Misc Traditional,Basse-dance Appelle : Iouyssance Vous Donneray :,Folk,,1.0,01:33,Yes, ,https://musescore.com/user/11858902/scores/4693100,Yes,Piano,No,train
3555,Misc Traditional,Down By The Salley Gardens,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/13602002/scores/4697309,Yes,Piano,No,train
3556,Misc Traditional,The Irish Washerwoman,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/17847982/scores/4697545,Yes,Piano,No,train
3557,Misc Traditional,Turkey In The Straw,Folk,,1.0,00:55,Yes, ,https://musescore.com/user/20692717/scores/4703326,Yes,Piano,No,validation
3558,Misc Traditional,Salamanca,Folk,,1.0,00:36,Yes, ,https://musescore.com/user/16113282/scores/4704648,Yes,Piano,No,train
3559,Misc Traditional,Abraham,Folk,,1.0,00:52,Yes, ,https://musescore.com/user/23388867/scores/4709176,Yes,Piano,No,train
3560,Misc Traditional,The British Grenadiers,Folk,,1.0,00:52,Yes, ,https://musescore.com/user/10321212/scores/4715858,Yes,Piano,No,train
3561,Misc Traditional,The Skye Boat Song,Folk,,1.0,01:12,Yes, ,https://musescore.com/user/11322522/scores/4715887,Yes,Piano,No,train
3562,Misc Traditional,Turkey In The Straw,Folk,,1.0,01:03,Yes, ,https://musescore.com/user/8568197/scores/4799581,Yes,Piano,No,train
3563,Misc Traditional,Farandole De Narbonne,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/11858902/scores/4800422,Yes,Piano,No,train
3564,Misc Traditional,LIBERTON POLKA,Folk,,2.0,03:18,Yes, ,https://musescore.com/user/10636897/scores/4801786,Yes,Piano,No,train
3565,Misc Traditional,Aux Marches Du Palais,Folk,,1.0,00:27,Yes, ,https://musescore.com/user/22314592/scores/4821776,Yes,Piano,No,train
3566,Misc Traditional,Balquhidder Lasses,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/19359462/scores/4842862,Yes,Piano,No,train
3567,Misc Traditional,The Water Is Wide,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/11322522/scores/4845089,Yes,Piano,No,train
3568,Misc Traditional,Jove Malaj Mome,Folk,,1.0,01:09,Yes, ,https://musescore.com/user/10115837/scores/4855311,Yes,Piano,No,train
3569,Misc Traditional,Toss The Feathers,Folk,,1.0,00:34,Yes, ,https://musescore.com/user/19171632/scores/4861793,Yes,Piano,No,validation
3570,Misc Traditional,Can Wassel,Folk,,1.0,00:27,Yes, ,https://musescore.com/user/23388867/scores/4864243,Yes,Piano,No,train
3571,Misc Traditional,The Blue Bells Of Scotland,Folk,,2.0,02:48,Yes, ,https://musescore.com/user/17034867/scores/4870894,Yes,Piano,No,validation
3572,Misc Traditional,Scottischs - Rhinländer,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/15033987/scores/4872838,Yes,Piano,No,train
3573,Misc Traditional,Sheebeg And Sheemore,Folk,,1.0,01:36,Yes, ,https://musescore.com/user/22533402/scores/4882489,Yes,Piano,No,train
3574,Misc Traditional,Arkansas Traveler,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/17710727/scores/4887703,Yes,Piano,No,train
3575,Misc Traditional,Off She Goes,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/19359462/scores/4894203,Yes,Piano,No,train
3576,Misc Traditional,The Dawning Of The Day,Folk,,1.0,00:50,Yes, ,https://musescore.com/user/12887882/scores/4898897,Yes,Piano,No,train
3577,Misc Traditional,Smeceno Horo,Folk,,1.0,00:45,Yes, ,https://musescore.com/user/18246347/scores/4911065,Yes,Piano,No,train
3578,Misc Traditional,Twll Yn Ei Boch,Folk,,1.0,01:12,Yes, ,https://musescore.com/user/22764302/scores/4916919,Yes,Piano,No,train
3579,Misc Traditional,Air D'un Branle Double.,Folk,,1.0,00:11,Yes, ,https://musescore.com/user/12760917/scores/4918776,Yes,Piano,No,train
3580,Misc Traditional,Maclote D'Habiemont,Folk,,1.0,00:16,Yes, ,https://musescore.com/user/12259527/scores/4928417,Yes,Piano,No,train
3581,Misc Traditional,Difyrrwch Arglwyddes Owen,Folk,,1.0,01:12,Yes, ,https://musescore.com/user/12259527/scores/4935411,Yes,Piano,No,train
3582,Misc Traditional,The Flowers Of The Forest,Folk,,1.0,00:40,Yes, ,https://musescore.com/user/10115837/scores/4947877,Yes,Piano,No,train
3583,Misc Traditional,The Water Is Wide,Folk,,1.0,00:22,Yes, ,https://musescore.com/user/11322522/scores/4952807,Yes,Piano,No,train
3584,Misc Traditional,Waarvan Gaan Er De Boeren,Folk,,1.0,00:15,Yes, ,https://musescore.com/user/18600852/scores/4955973,Yes,Piano,No,train
3586,Misc Traditional,The Foggy Dew,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/19359462/scores/4986304,Yes,Piano,No,train
3587,Misc Traditional,The Irish Washerwoman,Folk,,1.0,00:35,Yes, ,https://musescore.com/user/7059777/scores/4992036,Yes,Piano,No,train
3588,Misc Traditional,Saint James Infirmary Blues,Folk,,1.0,00:16,Yes, ,https://musescore.com/user/18246347/scores/4997944,Yes,Piano,No,train
3589,Misc Traditional,Drunken Sailor,Folk,,1.0,01:36,Yes, ,https://musescore.com/user/10599137/scores/5011334,Yes,Piano,No,train
3590,Misc Traditional,Carrickfergus,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/19359462/scores/5024081,Yes,Piano,No,train
3591,Misc Traditional,Appenzeller Schottisch,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/8809852/scores/5029221,Yes,Piano,No,train
3592,Misc Traditional,Banks Of The Ohio,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/23119257/scores/5045363,Yes,Piano,No,train
3594,Misc Traditional,Good Morning To All,Folk,,1.0,00:12,Yes, ,https://musescore.com/user/8727372/scores/5051546,Yes,Piano,No,train
3595,Misc Traditional,Old Mountain Dew,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/10636897/scores/5056826,Yes,Piano,No,train
3596,Misc Traditional,Nine Brave Boys,Folk,,1.0,00:30,Yes, ,https://musescore.com/user/18246347/scores/5063681,Yes,Piano,No,train
3598,Misc Traditional,The Parting Glass,Folk,,1.0,00:36,Yes, ,https://musescore.com/user/11322522/scores/5076742,Yes,Piano,No,train
3599,Misc Traditional,"Tzena, Tzena",Folk,,1.0,00:48,Yes, ,https://musescore.com/user/11858902/scores/5091502,Yes,Piano,No,train
3600,Misc Traditional,Carrickfergus,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/10636897/scores/5094847,Yes,Piano,No,validation
3601,Misc Traditional,"Short And Long Notes, Beams And Tuplets",Folk,,1.0,00:09,Yes, ,https://musescore.com/user/18246347/scores/5119648,Yes,Piano,No,train
3602,Misc Traditional,Toss The Feathers,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/19359462/scores/5119783,Yes,Piano,No,train
3603,Misc Traditional,Wild Mountain Thyme,Folk,,1.0,00:49,Yes, ,https://musescore.com/user/10657507/scores/5120172,Yes,Piano,No,train
3604,Misc Traditional,Branle Des Sabots,Folk,,1.0,00:16,Yes, ,https://musescore.com/user/18246347/scores/5138222,Yes,Piano,No,train
3605,Misc Traditional,The Old Grey Mare,Folk,,1.0,02:00,Yes, ,https://musescore.com/user/21703902/scores/5143849,Yes,Piano,No,train
3606,Misc Traditional,La Mal-aimable (Jean-Christophe LequerrÃ©),Folk,,1.0,00:48,Yes, ,https://musescore.com/user/12518917/scores/5153880,Yes,Piano,No,validation
3607,James Scott Skinner,The Laird Of Drumblair,Classical,,1.0,01:04,Yes, ,https://musescore.com/user/22764302/scores/5164142,Yes,Piano,No,train
3608,Misc Traditional,Swansea Town,Folk,,1.0,00:36,Yes, ,https://musescore.com/user/11574722/scores/5164219,Yes,Piano,No,train
3610,Misc Traditional,Sakura Sakura,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/20972061/scores/5745259,Yes,Piano,No,train
3612,Misc Traditional,يسوع حبيبي نصيبي الرحيم,Folk,,1.0,00:38,Yes, ,https://musescore.com/user/33012693/scores/5784142,Yes,Piano,No,train
3616,Misc Traditional,Bruder Jakob,Folk,,1.0,00:16,Yes, ,https://musescore.com/user/21408381/scores/6126436,Yes,Piano,No,train
3622,Misc Traditional,Farandole Des Gavots,Folk,,1.0,00:21,Yes, ,https://musescore.com/user/12399757/scores/4553462,Yes,Piano,No,train
3623,Misc Traditional,Cielito Lindo,Folk,,1.0,01:20,Yes, ,https://musescore.com/user/18819762/scores/4553782,Yes,Piano,No,validation
3624,Misc Traditional,The Kerfunken,Folk,,1.0,00:58,Yes, ,https://musescore.com/user/9008147/scores/4554339,Yes,Piano,No,train
3625,Misc Traditional,The Blackthorn Stick,Folk,,1.0,01:01,Yes, ,https://musescore.com/user/10115837/scores/4562074,Yes,Piano,No,validation
3626,Misc Traditional,Swallowtail Jig,Folk,,1.0,00:34,Yes, ,https://musescore.com/user/20692717/scores/4562990,Yes,Piano,No,train
3627,Misc Traditional,Haste To The Wedding,Folk,,1.0,00:41,Yes, ,https://musescore.com/user/19171632/scores/4564325,Yes,Piano,No,train
3629,Misc Traditional,There's A Wideness In God's Mercy (Vail),Folk,,1.0,00:48,Yes, ,https://musescore.com/user/13602002/scores/4574212,Yes,Piano,No,train
3630,Misc Traditional,The Black Haired Lass,Folk,,1.0,00:26,Yes, ,https://musescore.com/user/22127057/scores/4583352,Yes,Piano,No,validation
3631,Misc Traditional,Hey Diddle Diddle,Folk,,1.0,00:19,Yes, ,https://musescore.com/user/18368237/scores/4587796,Yes,Piano,No,validation
3632,Misc Traditional,Come All You Worthy Gentlemen,Folk,,1.0,00:30,Yes, ,https://musescore.com/user/23447132/scores/4589208,Yes,Piano,No,train
3633,Misc Traditional,The Dawning Of The Day,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/9025532/scores/4590160,Yes,Piano,No,validation
3634,Misc Traditional,Mazltov,Folk,,1.0,01:38,Yes, ,https://musescore.com/user/19611132/scores/4590994,Yes,Piano,No,train
3635,Misc Traditional,Lisa Lan - Fair Lisa,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/9333962/scores/4591804,Yes,Piano,No,validation
3636,Misc Traditional,Ton Double Plin,Folk,,1.0,09:42,Yes, ,https://musescore.com/user/8727372/scores/4595072,Yes,Piano,No,validation
3637,Misc Traditional,Arabia,Folk,,1.0,00:31,Yes, ,https://musescore.com/user/15370167/scores/4595639,Yes,Piano,No,train
3638,Misc Traditional,Can Y Ceiliog Du - The Black Cock's Song,Folk,,1.0,00:53,Yes, ,https://musescore.com/user/12887882/scores/4595908,Yes,Piano,No,validation
3639,Misc Traditional,Muss I Denn,Folk,,1.0,00:38,Yes, ,https://musescore.com/user/23447132/scores/4597010,Yes,Piano,No,train
3640,Misc Traditional,Blarney Pilgrim,Folk,,1.0,01:09,Yes, ,https://musescore.com/user/22764302/scores/4599783,Yes,Piano,No,validation
3641,Misc Traditional,Farandole De Cannes,Folk,,1.0,00:21,Yes, ,https://musescore.com/user/16164172/scores/4604567,Yes,Piano,No,train
3642,Misc Traditional,"Tzena, Tzena",Folk,,1.0,00:48,Yes, ,https://musescore.com/user/11858902/scores/4609262,Yes,Piano,No,train
3643,Misc Traditional,Zum Gali Gali,Folk,,1.0,00:08,Yes, ,https://musescore.com/user/12305047/scores/4654559,Yes,Piano,No,train
3644,Misc Traditional,Smash The Windows,Folk,,1.0,00:36,Yes, ,https://musescore.com/user/17996632/scores/4661454,Yes,Piano,No,validation
3645,Misc Traditional,Les Bougnettes,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/18600852/scores/4662235,Yes,Piano,No,train
3646,Misc Traditional,Friendly Beasts,Folk,,1.0,00:36,Yes, ,https://musescore.com/user/10599137/scores/4662504,Yes,Piano,No,validation
3647,Misc Traditional,J'ai Vu Le Loup,Folk,,1.0,00:24,Yes, ,https://musescore.com/user/16164172/scores/4663663,Yes,Piano,No,train
3648,Misc Traditional,Rakish Paddy,Folk,,2.0,04:16,Yes, ,https://musescore.com/user/9128922/scores/4668517,Yes,Piano,No,train
3649,Misc Traditional,Joe Cormier's,Folk,,1.0,02:24,Yes, ,https://musescore.com/user/8809852/scores/4669045,Yes,Piano,No,train
3650,Misc Traditional,Banks Of Lough Gowna,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/10212107/scores/4669963,Yes,Piano,No,train
3651,Misc Traditional,Tumbalalaika,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/19359462/scores/4674964,Yes,Piano,No,train
3652,Misc Traditional,The Bold Fenian Men,Folk,,1.0,00:26,Yes, ,https://musescore.com/user/9724662/scores/4687424,Yes,Piano,No,train
3653,Misc Traditional,The Ballydesmond Polka,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/10212107/scores/4689933,Yes,Piano,No,train
3654,Misc Traditional,Busty Fields,Folk,,1.0,00:49,Yes, ,https://musescore.com/user/9008147/scores/4691359,Yes,Piano,No,train
3655,Misc Traditional,My Darling Asleep,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/16113282/scores/4692234,Yes,Piano,No,train
3656,Misc Traditional,"Tzena, Tzena",Folk,,1.0,00:48,Yes, ,https://musescore.com/user/12305047/scores/4697402,Yes,Piano,No,train
3657,Misc Traditional,Bonnie At Morn,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/17068472/scores/4699126,Yes,Piano,No,train
3658,Misc Traditional,Down In The River To Pray,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/11322522/scores/4699633,Yes,Piano,No,train
3659,Misc Traditional,Off She Goes,Folk,,1.0,00:36,Yes, ,https://musescore.com/user/9729502/scores/4711457,Yes,Piano,No,train
3660,Misc Traditional,Turkey In The Straw,Folk,,1.0,00:36,Yes, ,https://musescore.com/user/9729502/scores/4715711,Yes,Piano,No,train
3661,James Scott Skinner,The Mathematician,Classical,,1.0,00:32,Yes, ,https://musescore.com/user/22764302/scores/4717044,Yes,Piano,No,train
3662,Misc Traditional,Le Grand Projet,Folk,,1.0,00:36,Yes, ,https://musescore.com/user/16164172/scores/4717107,Yes,Piano,No,train
3663,Misc Traditional,Llyn Gwernen,Folk,,1.0,01:51,Yes, ,https://musescore.com/user/11886042/scores/4720917,Yes,Piano,No,train
3664,Misc Traditional,Gaudete! Gaudete! Christus Est Natus,Folk,,1.0,00:19,Yes, ,https://musescore.com/user/8809852/scores/4721014,Yes,Piano,No,train
3665,Misc Traditional,Smash The Windows,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/16113282/scores/4721844,Yes,Piano,No,train
3666,Misc Traditional,Kuppari Eeva,Folk,,1.0,00:40,Yes, ,https://musescore.com/user/10600322/scores/4722583,Yes,Piano,No,train
3667,Misc Traditional,Let Erin Remember,Folk,,1.0,01:36,Yes, ,https://musescore.com/user/20692717/scores/4723129,Yes,Piano,No,validation
3668,Misc Traditional,Danny Boy,Folk,,1.0,00:42,Yes, ,https://musescore.com/user/23388867/scores/4808020,Yes,Piano,No,train
3669,Misc Traditional,Krebel,Folk,,1.0,00:38,Yes, ,https://musescore.com/user/20805137/scores/4809770,Yes,Piano,No,train
3670,Misc Traditional,Rocky Top,Folk,,1.0,00:31,Yes, ,https://musescore.com/user/12760917/scores/4830613,Yes,Piano,No,train
3671,Misc Traditional,Old Mountain Dew,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/11322522/scores/4839952,Yes,Piano,No,train
3672,Misc Traditional,Behusher Chosid,Folk,,1.0,00:58,Yes, ,https://musescore.com/user/23119257/scores/4846714,Yes,Piano,No,train
3673,Misc Traditional,Down By The Salley Gardens,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/12305047/scores/4862804,Yes,Piano,No,validation
3674,Misc Traditional,Erev Shel Shoshanim,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/13232557/scores/4863724,Yes,Piano,No,train
3675,Misc Traditional,Drunken Sailor,Folk,,1.0,03:12,Yes, ,https://musescore.com/user/19359462/scores/4868683,Yes,Piano,No,train
3676,Misc Traditional,Gavotte De L'Aven,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/23119257/scores/4898553,Yes,Piano,No,train
3677,Misc Traditional,Men Of Harlech,Folk,,1.0,01:01,Yes, ,https://musescore.com/user/12305047/scores/4928969,Yes,Piano,No,train
3679,Misc Traditional,I Love My Jean,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/12607792/scores/4935409,Yes,Piano,No,train
3680,Misc Traditional,Gloucester Hornpipe,Folk,,1.0,00:55,Yes, ,https://musescore.com/user/18246347/scores/4935914,Yes,Piano,No,train
3681,Misc Traditional,The Black Velvet Band,Folk,,1.0,00:24,Yes, ,https://musescore.com/user/17034867/scores/4945345,Yes,Piano,No,train
3682,Misc Traditional,Arkansas Traveler,Folk,,1.0,00:41,Yes, ,https://musescore.com/user/16113282/scores/4945747,Yes,Piano,No,train
3683,Misc Traditional,The Welsh Rabbit (1),Folk,,1.0,01:18,Yes, ,https://musescore.com/user/9965577/scores/4947825,Yes,Piano,No,train
3684,Misc Traditional,The Man Of Aran,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/17068472/scores/4952416,Yes,Piano,No,train
3685,Misc Traditional,The Curly-headed Ploughboy,Folk,,1.0,01:08,Yes, ,https://musescore.com/user/16410212/scores/4953436,Yes,Piano,No,train
3686,Misc Traditional,Air Des Bouffons,Folk,,1.0,00:17,Yes, ,https://musescore.com/user/21524852/scores/4953876,Yes,Piano,No,train
3687,Misc Traditional,Apples In Winter,Folk,,1.0,01:36,Yes, ,https://musescore.com/user/12349247/scores/4957605,Yes,Piano,No,train
3688,Misc Traditional,Pick A Bale Of Cotton,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/23119257/scores/4963339,Yes,Piano,No,train
3689,Misc Traditional,The Bonnie Banks O' Loch Lomond,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/13366402/scores/4974235,Yes,Piano,No,train
3690,Misc Traditional,Down In The River To Pray,Folk,,1.0,00:38,Yes, ,https://musescore.com/user/22127057/scores/4977711,Yes,Piano,No,validation
